date,institut,subject,link
2019-04-10,ELABE,Grand débat : les Français attendent une fiscalité plus juste et plus efficace,https://elabe.fr/grand-debat-national-politique-fiscale/
2019-04-09,IFOP,TEST,https://www.ifop.com/publication/test/
2019-04-09,IFOP,Observatoire de la Matérialité,https://www.ifop.com/article/observatoire-de-la-materialite
2019-04-09,IFOP,[VIDÉO n°5] Minutes Élections européennes 2019 de l’Ifop,https://www.ifop.com/article/video-n5-minutes-elections-europeennes-2019-de-lifop
2019-04-08,ELABE,Les trois quarts des Français ont une bonne image de la police,https://elabe.fr/police-nationale/
2019-04-08,IFOP,"L’entreprise, un responsable politique comme un autre",https://www.ifop.com/article/lentreprise-un-responsable-politique-comme-un-autre
2019-04-08,IFOP,Les attentes des Français en matière de réforme fiscale,https://www.ifop.com/article/les-attentes-des-francais-en-matiere-de-reforme-fiscale
2019-04-07,HARRIS INTERACTIVE,Baromètre des élections européennes “Le pouls de la campagne” – Vague 4, https://harris-interactive.fr/opinion_polls/barometre-des-elections-europeennes-le-pouls-de-la-campagne-vague-4/
2019-04-07,HARRIS INTERACTIVE,La proximité perçue entre les listes Europe Ecologie Les Verts et PS-Place Publique, https://harris-interactive.fr/opinion_polls/la-proximite-percue-entre-les-listes-europe-ecologie-les-verts-et-ps-place-publique/
2019-04-07,HARRIS INTERACTIVE,La proximité perçue entre Europe Ecologie Les Verts  et le PS-Place Publique, https://harris-interactive.fr/opinion_polls/la-proximite-percue-entre-europe-ecologie-les-verts-et-le-ps-place-publique/
2019-04-06,ODOXA,Ligue des Champions : les amateurs de foot apprécient le format actuel mais ne s’opposent pas à certaines évolutions,https://www.odoxa.fr/sondage/ligue-champions-amateurs-de-foot-apprecient-format-actuel-ne-sopposent-a-certaines-evolutions/
2019-04-05,HARRIS INTERACTIVE,Les Français et les effets des changements climatiques sur la santé, https://harris-interactive.fr/opinion_polls/les-francais-et-les-effets-des-changements-climatiques-sur-la-sante/
2019-04-05,HARRIS INTERACTIVE,Les Français et l’intelligence artificielle, https://harris-interactive.fr/opinion_polls/les-francais-et-lintelligence-artificielle/
2019-04-04,ODOXA,"Pour les Français, le Brexit fait finalement de la publicité à l’UE !",https://www.odoxa.fr/sondage/francais-brexit-finalement-de-publicite-a-lue/
2019-04-04,ODOXA,Elections européennes : le pouvoir d’achat sera le critère clé du vote d’électeurs désabusés,https://www.odoxa.fr/sondage/elections-europeennes-pouvoir-dachat-sera-critere-cle-vote-delecteurs-desabuses/
2019-04-04,IFOP,La situation politique à Brest,https://www.ifop.com/article/la-situation-politique-a-brest
2019-04-04,ELABE,Baromètre politique (avril 2019) : fin de la remontée pour l’exécutif,https://elabe.fr/barometre-avril2019/
2019-04-04,ELABE,Une majorité de Français opposée au report de l’âge de départ à la retraite,https://elabe.fr/reforme-retraites/
2019-04-03,IFOP,Le tableau de bord politique – Avril 2019,https://www.ifop.com/article/le-tableau-de-bord-politique-avril-2019
2019-04-03,ELABE,Grand débat : l’exécutif face au scepticisme et aux fortes attentes sur le pouvoir d’achat,https://elabe.fr/sortie-grand-debat/
2019-04-03,ODOXA,7ème vague du baromètre Odoxa-Winamax sur les paris sportifs en ligne,https://www.odoxa.fr/sondage/7eme-vague-barometre-odoxa-winamax-paris-sportifs-ligne/
2019-04-02,CSA,La situation financière des séniors,https://csa.eu/news/la-situation-financiere-des-seniors/
2019-04-02,IFOP,[VIDÉO n°4] Minutes Élections européennes 2019 de l’Ifop,https://www.ifop.com/article/video-minutes-elections-europeennes-2019-de-lifop-n4
2019-04-02,CSA,"Les français, les seniors et le « bien vieillir »",https://csa.eu/news/les-francais-les-seniors-et-le-bien-vieillir/
2019-04-02,IFOP,Le climat municipal à Perpignan à un an du prochain scrutin,https://www.ifop.com/article/le-climat-municipal-a-perpignan-a-un-an-du-prochain-scrutin
2019-04-01,OPINION WAY,Observatoire de la performance des PME-ETI - Avril 2019,https://www.opinion-way.com/fr/publications/observatoire-de-la-performance-des-pme-eti-26-2019-14708/
2019-04-01,OPINION WAY,Résultats – EuroTrack - Avril 2019,https://www.opinion-way.com/fr/publications/resultats-eurotrack-2-2019-14714/
2019-04-01,OPINION WAY,Baromètre de l’action politique - Avril 2019,https://www.opinion-way.com/fr/publications/barometre-de-laction-politique-2-2019-14704/
2019-04-01,ODOXA,Les nouveaux modes de déplacement bouleversent les transports en Ile-de-France,https://www.odoxa.fr/sondage/nouveaux-modes-de-deplacement-bouleversent-transports-ile-de-france/
2019-04-01,OPINION WAY,Le baromètre de l’action politique - Avril 2019,https://www.opinion-way.com/fr/publications/le-barometre-de-laction-politique-2019-14712/
2019-04-01,OPINION WAY,"La scolarité en lycee professionnel et en MFR, se former et s’épanouir - Avril 2019",https://www.opinion-way.com/fr/publications/la-scolarite-en-lycee-professionnel-et-en-mfr-se-former-et-sepanouir-2019-14694/
2019-04-01,OPINION WAY,Barometer of the cybersecurity in companies – Wave 4 - Avril 2019,https://www.opinion-way.com/fr/publications/barometer-of-the-cybersecurity-in-companies-wave-4-2019-14710/
2019-04-01,ELABE,Municipales 2020 à Toulon : Hubert Falco largement en tête au 1er tour,https://elabe.fr/municipales-2020-toulon-1/
2019-04-01,OPINION WAY,La Grande Consultation des Entrepreneurs – Vague 39 - Avril 2019,https://www.opinion-way.com/fr/publications/la-grande-consultation-des-entrepreneurs-vague-39-2019-14716/
2019-04-01,OPINION WAY,La scolarité en lycée professionnel et en MFR - Avril 2019,https://www.opinion-way.com/fr/publications/la-scolarite-en-lycee-professionnel-et-en-mfr-2019-14706/
2019-03-31,ELABE,Municipales à Paris : le scrutin s’annonce très ouvert,https://elabe.fr/municipales-2020-paris-1/
2019-03-30,ODOXA,"Chants homophobes dans les stades : choqués, les Français et les supporters soutiennent la ministre",https://www.odoxa.fr/sondage/chants-homophobes-stades-choques-francais-supporters-soutiennent-ministre/
2019-03-30,ODOXA,"Les Français disent « OUI » à une armée commune européenne, et, en attendant, souhaitent une augmentation des dépenses militaires",https://www.odoxa.fr/sondage/francais-disent-oui-a-armee-commune-europeenne-attendant-souhaitent-augmentation-depenses-militaires/
2019-03-29,HARRIS INTERACTIVE,Les Français et leurs attentes vis-à-vis des pharmaciens, https://harris-interactive.fr/opinion_polls/les-francais-et-leurs-attentes-vis-a-vis-des-pharmaciens/
2019-03-29,IFOP,Le regard des Français sur les alternatives à Emmanuel Macron – Balises d’opinion #61,https://www.ifop.com/article/le-regard-des-francais-sur-les-alternatives-a-emmanuel-macron-balises-dopinion-61
2019-03-29,ODOXA,Anne Hidalgo sévèrement jugée par les Parisiens et les Français,https://www.odoxa.fr/sondage/anne-hidalgo-severement-jugee-parisiens-francais/
2019-03-29,BVA,LES FRANÇAIS ET LA GESTION DE LEUR BUDGET,https://www.bva-xsight.com/sondages/lesfrancaisetlagestiondeleurbudget-2/
2019-03-29,CSA,"CSA lance « check-up data », un programme de transformation data people-centric",https://csa.eu/news/csa-lance-check-up-data-un-programme-de-transformation-data-people-centric/
2019-03-28,ODOXA,Les Français sont satisfaits de l’impôt à la source et approuvent les piliers de la réforme de la fonction publique,https://www.odoxa.fr/sondage/francais-satisfaits-de-limpot-a-source-approuvent-piliers-de-reforme-de-fonction-publique/
2019-03-28,HARRIS INTERACTIVE,"Les jeunes Français, l’intelligence artificielle et l’emploi", https://harris-interactive.fr/opinion_polls/les-jeunes-francais-lintelligence-artificielle-et-lemploi/
2019-03-28,ELABE,Municipales 2020 à Nice : match serré entre Estrosi et Ciotti,https://elabe.fr/municipales-2020-nice-mars2019/
2019-03-28,IFOP,Les voyageurs professionnels et le Bleisure,https://www.ifop.com/article/les-voyageurs-professionnels-et-le-bleisure
2019-03-28,ODOXA,"Perception, connaissance et prise en charge des troubles bipolaires",https://www.odoxa.fr/sondage/perception-connaissance-prise-charge-troubles-bipolaires/
2019-03-28,BVA,Les attentes des Français à l'égard de l'Etat et des collectivités locales,https://www.bva-xsight.com/sondages/attentes-francais-a-legard-de-letat-collectivites-locales/
2019-03-27,CSA,Observatoire des jeunes et de l’engagement 2019,https://csa.eu/news/observatoire-des-jeunes-et-de-lengagement-2019/
2019-03-27,HARRIS INTERACTIVE,Les femmes et les questions de santé, https://harris-interactive.fr/opinion_polls/les-femmes-et-les-questions-de-sante/
2019-03-27,ODOXA,"Pour les Français, les affaires de pédophilie constituent la plus grave crise que l’Eglise ait connue…. elles plombent d’ailleurs lourdement l’image de toute l’institution",https://www.odoxa.fr/sondage/francais-affaires-de-pedophilie-constituent-plus-grave-crise-leglise-ait-connue-plombent-dailleurs-lourdement-limage-de-toute-linstitution/
2019-03-27,ELABE,Européennes : les listes LREM/MoDem et RN au coude-à-coude,https://elabe.fr/elections-europeennes-mars2019/
2019-03-27,HARRIS INTERACTIVE,"Les zOOms de L’Observatoire Cetelem / Gestion de son pouvoir d’achat, un (en)jeu de stratégie ?", https://harris-interactive.fr/opinion_polls/les-zooms-de-lobservatoire-cetelem-gestion-de-son-pouvoir-dachat-un-enjeu-de-strategie/
2019-03-27,ODOXA,"Pour faire face au terrorisme, les Français plébiscitent l’armée et appellent à des mesures d’exception",https://www.odoxa.fr/sondage/faire-face-terrorisme-francais-plebiscitent-larmee-appellent-a-mesures-dexception/
2019-03-26,ODOXA,« L’échec » de Castaner l’affecte lourdement et met un coup d’arrêt à la « remontada » du président dans l’opinion,https://www.odoxa.fr/sondage/lechec-de-castaner-laffecte-lourdement-met-coup-darret-a-remontada-president-lopinion/
2019-03-26,BVA,"Les Français, l’Union européenne et le Brexit – Sondage BVA pour Orange",https://www.bva-xsight.com/sondages/les-francais-lunion-europeenne-et-le-brexit-sondage-bva-pour-orange/
2019-03-26,HARRIS INTERACTIVE,Les enfants et l’éducation financière, https://harris-interactive.fr/opinion_polls/les-enfants-et-leducation-financiere/
2019-03-25,BVA,Intentions de vote aux élections européennes - Mars 2019,https://www.bva-xsight.com/sondages/intentions-de-vote-aux-elections-europeennes-mars-2019/
2019-03-25,ODOXA,Un fossé béant sépare les professionnels de santé des instances de pilotage du système de santé,https://www.odoxa.fr/sondage/fosse-beant-separe-professionnels-de-sante-instances-de-pilotage-systeme-de-sante/
2019-03-25,IFOP,Les Français et la parentalité,https://www.ifop.com/article/les-francais-et-la-parentalite
2019-03-25,IFOP,[VIDÉO n°3] Minutes Élections européennes 2019 de l’Ifop,https://www.ifop.com/article/video-minutes-elections-europeennes-2019-de-lifop-n3
2019-03-25,IFOP,Les macronistes et la laïcité : un électorat plus proche de la ligne Bouvet que de la ligne Bianco,https://www.ifop.com/article/les-macronistes-et-la-laicite-un-electorat-beaucoup-plus-proche-de-la-ligne-bouvet-que-de-la-ligne-bianco
2019-03-25,IFOP,Les indices de popularité – Mars 2019,https://www.ifop.com/article/les-indices-de-popularite-mars-2019
2019-03-24,HARRIS INTERACTIVE,Baromètre des élections européennes « Le pouls de la campagne » – Vague 3, https://harris-interactive.fr/opinion_polls/barometre-des-elections-europeennes-le-pouls-de-la-campagne-vague-3/
2019-03-24,HARRIS INTERACTIVE,Perception des Français concernant l’âge de départ à la retraite, https://harris-interactive.fr/opinion_polls/perception-des-francais-concernant-lage-de-depart-a-la-retraite/
2019-03-22,IFOP,Baromètre Cadremploi – 18ème édition,https://www.ifop.com/article/barometre-cadremploi-18eme-edition
2019-03-22,ODOXA,Deschamps jusqu’en 2022 ? 75% des Français disent oui !,https://www.odoxa.fr/sondage/deschamps-jusquen-2022-75-francais-disent-oui/
2019-03-21,BVA,Observatoire de la politique nationale BVA-Orange-RTL-La Tribune : Mars 2019,https://www.bva-xsight.com/sondages/observatoire-de-politique-nationale-bva-orange-rtl-tribune-mars-2019/
2019-03-21,IFOP,Balises d’opinion #60 : Le regard des Français sur le mouvement des Gilets jaunes,https://www.ifop.com/article/balises-dopinion-60-le-regard-des-francais-sur-le-mouvement-des-gilets-jaunes
2019-03-21,ODOXA,Les débordements de samedi dernier ont fait deux victimes dans l’opinion : le ministre de l’Intérieur et les gilets jaunes,https://www.odoxa.fr/sondage/debordements-de-samedi-dernier-ont-deux-victimes-lopinion-ministre-de-linterieur-gilets-jaunes/
2019-03-21,ODOXA,La procrastination : un défaut largement répandu … dont les Français aimeraient se défaire,https://www.odoxa.fr/sondage/procrastination-defaut-largement-repandu-dont-francais-aimeraient-se-defaire/
2019-03-20,IFOP,Bonheur et bien-être au travail : qu’en pensent les cadres français ?,https://www.ifop.com/article/bonheur-et-bien-etre-au-travail-quen-pensent-les-cadres-francais
2019-03-20,IFOP,Le regard des étudiants sur l’antisémitisme,https://www.ifop.com/article/le-regard-des-etudiants-sur-lantisemitisme
2019-03-20,ELABE,Gilets jaunes : une violence plus condamnée et moins comprise,https://elabe.fr/grand-debat-national-gilets-jaunes/
2019-03-19,IFOP,Les Français et l’assouplissement des conditions de résiliation des complémentaires santé,https://www.ifop.com/article/les-francais-et-lassouplissement-des-conditions-de-resiliation-des-complementaires-sante
2019-03-19,IFOP,Sondage à l’occasion de la Journée Mondiale de la Santé bucco-dentaire,https://www.ifop.com/article/sondage-a-loccasion-de-la-journee-mondiale-de-la-sante-bucco-dentaire
2019-03-19,ODOXA,Les Français soutiennent la mobilisation du 19 mars et aiment les agents du service public… mais…,https://www.odoxa.fr/sondage/francais-soutiennent-mobilisation-19-mars-aiment-agents-service-public/
2019-03-19,IFOP,Hygiène et précarité en France,https://www.ifop.com/article/hygiene-et-precarite-en-france
2019-03-18,IFOP,[VIDÉO n°2] Minutes Élections européennes 2019 de l’Ifop,https://www.ifop.com/article/video-minutes-elections-europeennes-2019-de-lifop-note-2
2019-03-18,HARRIS INTERACTIVE,Les droits d’auteurs en Europe, https://harris-interactive.fr/opinion_polls/les-droits-dauteurs-en-europe/
2019-03-16,ODOXA,L’icône Zidane brille toujours,https://www.odoxa.fr/sondage/licone-zidane-brille-toujours/
2019-03-15,IFOP,Les Français et le choix de la tête de liste de La République En Marche pour les élections européennes de 2019,https://www.ifop.com/article/les-francais-et-le-choix-de-la-tete-de-liste-de-la-republique-en-marche-pour-les-elections-europeennes-de-2019
2019-03-15,IFOP,EURO-ROLLING 2019 : Le point sur la campagne au 15 mars,https://www.ifop.com/article/euro-rolling-2019-le-point-sur-la-campagne-au-15-mars
2019-03-14,IFOP,Le tableau de bord des personnalités – Mars 2019,https://www.ifop.com/article/le-tableau-de-bord-des-personnalites-mars-2019
2019-03-14,ODOXA,Les Français ont toujours peur de l’IA mais perçoivent son potentiel dans le cadre du travail,https://www.odoxa.fr/sondage/francais-ont-toujours-peur-de-lia-percoivent-potentiel-cadre-travail/
2019-03-14,ODOXA,La mauvaise image des grands patrons « plombe » celle de l’ensemble des chefs d’entreprise,https://www.odoxa.fr/sondage/mauvaise-image-grands-patrons-plombe-celle-de-lensemble-chefs-dentreprise/
2019-03-14,ODOXA,Fin du grand débat : les Français attendent en priorité des mesures sur le pouvoir d’achat et la fiscalité,https://www.odoxa.fr/sondage/fin-grand-debat-francais-attendent-priorite-mesures-pouvoir-dachat-fiscalite/
2019-03-14,HARRIS INTERACTIVE,"Le Grand Débat National, quelle perception par les Français ?", https://harris-interactive.fr/opinion_polls/le-grand-debat-national-quelle-perception-par-les-francais/
2019-03-13,BVA,Les salariés et l'entretien d'évaluation,https://www.bva-xsight.com/sondages/salaries-lentretien-devaluation/
2019-03-13,CSA,François Le Corre nommé Chief Operating Officer,https://csa.eu/news/francois-le-corre-nomme-chief-operating-officer/
2019-03-13,ELABE,Sortie du Grand débat national : le scepticisme progresse,https://elabe.fr/fin-grand-debat-national/
2019-03-12,ELABE,Grand débat : les propositions de la CPME vues par les Français,https://elabe.fr/grand-debat-les-propositions-de-la-cpme-vues-par-les-francais/
2019-03-12,IFOP,Audition & Santé : de l’alerte à l’alarme,https://www.ifop.com/article/audition-sante-de-lalerte-a-lalarme
2019-03-11,IFOP,Le regard des Français sur la droite dans la perspective des élections européennes,https://www.ifop.com/article/le-regard-des-francais-sur-la-droite-dans-la-perspective-des-elections-europeennes
2019-03-10,HARRIS INTERACTIVE,Baromètre des élections européennes “Le pouls de la campagne” – Vague 2, https://harris-interactive.fr/opinion_polls/barometre-des-elections-europeennes-le-pouls-de-la-campagne-vague-2/
2019-03-09,ODOXA,Argent et football : les Français toujours mal à l’aise,https://www.odoxa.fr/sondage/argent-football-francais-toujours-mal-a-laise/
2019-03-08,ODOXA,Le rapport des Français à la bourse et aux produits d’épargne,https://www.odoxa.fr/sondage/rapport-francais-a-bourse-aux-produits-depargne/
2019-03-07,ELABE,"#EgalitéFH : une amélioration globale, des attentes dans le monde professionnel",https://elabe.fr/egalite-femmes-hommes/
2019-03-07,ELABE,Baromètre politique (mars 2019) : la confiance dans l’exécutif en hausse pour le 3e mois consécutif,https://elabe.fr/barometre-mars2019/
2019-03-07,IFOP,L’Archipel français – Naissance d’une nation multiple et divisée,https://www.ifop.com/article/larchipel-francais-naissance-dune-nation-multiple-et-divisee
2019-03-07,IFOP,Les Français : plutôt pain au chocolat ou chocolatine ?,https://www.ifop.com/article/les-francais-plutot-pain-au-chocolat-ou-chocolatine
2019-03-07,HARRIS INTERACTIVE,La Française préférée des Français, https://harris-interactive.fr/opinion_polls/la-francaise-preferee-des-francais/
2019-03-07,BVA,"Transition écologique, sociale, et démocratique : qu’en disent les Français ?",https://www.bva-xsight.com/sondages/transition-ecologique-sociale-democratique-quen-disent-francais/
2019-03-07,BVA,Egalité hommes/femmes : état des lieux !,https://www.bva-xsight.com/sondages/egalite-hommes-femmes-etat-lieux/
2019-03-07,ODOXA,La tribune d’Emmanuel Macron n’a pas créé d’électrochoc dans l’opinion mais contribuera sans doute à remobiliser l’électorat LaREM aux européennes,https://www.odoxa.fr/sondage/tribune-demmanuel-macron-na-cree-delectrochoc-lopinion-contribuera-doute-a-remobiliser-lelectorat-larem-aux-europeennes/
2019-03-06,HARRIS INTERACTIVE,"Les zOOms de L’Observatoire Cetelem – Consommation responsable / pouvoir d’achat, des enjeux contradictoires ?", https://harris-interactive.fr/opinion_polls/les-zooms-de-lobservatoire-cetelem-consommation-responsable-pouvoir-dachat-des-enjeux-contradictoires/
2019-03-06,BVA,"Les Français, la politique économique et la création d’une « taxe GAFA »",https://www.bva-xsight.com/sondages/francais-politique-economique-creation-dune-taxe-gafa/
2019-03-06,ELABE,Les Républicains : une dynamique en panne,https://elabe.fr/les-republicains-wauquiez/
2019-03-06,IFOP,Le tableau de bord politique – Mars 2019,https://www.ifop.com/article/le-tableau-de-bord-politique-mars-2019
2019-03-06,HARRIS INTERACTIVE,Les jeunes et le secteur de l’industrie, https://harris-interactive.fr/opinion_polls/les-jeunes-et-le-secteur-de-lindustrie/
2019-03-06,HARRIS INTERACTIVE,Les Français et la taxe sur les entreprises du numérique, https://harris-interactive.fr/opinion_polls/les-francais-et-la-taxe-sur-les-entreprises-du-numerique/
2019-03-05,CSA,"Les Femmes : pouvoir d’achat, arbitrages budgétaires et de consommation",https://csa.eu/news/les-femmes-pouvoir-dachat-arbitrages-budgetaires-et-de-consommation/
2019-03-04,IFOP,« Gilets jaunes » – Note n°6 : Pourquoi Bordeaux est l’une des places fortes des « gilets jaunes » ?,https://www.ifop.com/article/pourquoi-bordeaux-est-lune-des-places-fortes-des-gilets-jaunes
2019-03-04,IFOP,[COMMUNIQUE DE PRESSE] EURO-ROLLING 2019 – Le rendez-vous quotidien du scrutin européen,https://www.ifop.com/article/euro-rolling-2019-le-rendez-vous-quotidien-du-scrutin-europeen
2019-03-04,HARRIS INTERACTIVE,La prise en compte des enjeux sociaux et environnementaux dans les entreprises françaises, https://harris-interactive.fr/opinion_polls/la-prise-en-compte-des-enjeux-sociaux-et-environnementaux-dans-les-entreprises-francaises/
2019-03-03,BVA,Les Français et le féminisme - Sondage BVA pour Wondher et RTL Girls,https://www.bva-xsight.com/sondages/les-francais-et-le-feminisme-sondage-bva-pour-wondher-et-rtl-girls/
2019-03-02,BVA,Les Français et les gestes écologiques,https://www.bva-xsight.com/sondages/francais-gestes-ecologiques/
2019-03-02,ODOXA,"Le PSG progresse dans l’opinion, Thomas Tuchel plébiscité !",https://www.odoxa.fr/sondage/psg-progresse-lopinion-thomas-tuchel-plebiscite/
2019-03-01,OPINION WAY,Ecoscope - Mars 2019,https://www.opinion-way.com/fr/publications/ecoscope-8-2019-14682/
2019-03-01,OPINION WAY,Les Français et la somnolence au volant - Mars 2019,https://www.opinion-way.com/fr/publications/les-francais-et-la-somnolence-au-volant-2019-14690/
2019-03-01,OPINION WAY,Les Français et la longévité - Mars 2019,https://www.opinion-way.com/fr/publications/les-francais-et-la-longevite-2019-14692/
2019-03-01,OPINION WAY,Résultats – EuroTrack – Les Français et le Brexit - Mars 2019,https://www.opinion-way.com/fr/publications/resultats-eurotrack-les-francais-et-le-brexit-2019-14700/
2019-03-01,OPINION WAY,Observatoire de la performance des PME-ETI - Mars 2019,https://www.opinion-way.com/fr/publications/observatoire-de-la-performance-des-pme-eti-25-2019-14678/
2019-03-01,OPINION WAY,Le baromètre LCI de l’action politique - Mars 2019,https://www.opinion-way.com/fr/publications/le-barometre-lci-de-laction-politique-4-2019-14684/
2019-03-01,OPINION WAY,Les Français et les compléments alimentaires - Mars 2019,https://www.opinion-way.com/fr/publications/les-francais-et-les-complements-alimentaires-2019-14688/
2019-03-01,OPINION WAY,Les Français et les mutations du travail - Mars 2019,https://www.opinion-way.com/fr/publications/les-francais-et-les-mutations-du-travail-2019-14674/
2019-03-01,OPINION WAY,Baromètre des usages du livre numérique - Mars 2019,https://www.opinion-way.com/fr/publications/barometre-des-usages-du-livre-numerique-2-2019-14680/
2019-03-01,OPINION WAY,Regards croisés parents-enfants sur le dream gap - Mars 2019,https://www.opinion-way.com/fr/publications/regards-croises-parents-enfants-sur-le-dream-gap-2019-14672/
2019-03-01,OPINION WAY,La Grande Consultation des Entrepreneurs – Vague 38 - Mars 2019,https://www.opinion-way.com/fr/publications/la-grande-consultation-des-entrepreneurs-vague-38-2019-14696/
2019-03-01,OPINION WAY,Les lycéens et l’industrie - Mars 2019,https://www.opinion-way.com/fr/publications/les-lyceens-et-lindustrie-5-2019-14676/
2019-03-01,OPINION WAY,Barometre 2019 – Le chômage et ses impacts - Mars 2019,https://www.opinion-way.com/fr/publications/barometre-2019-le-chomage-et-ses-impacts-2019-14670/
2019-03-01,OPINION WAY,Les valeurs les plus importantes pour les Français - Mars 2019,https://www.opinion-way.com/fr/publications/les-valeurs-les-plus-importantes-pour-les-francais-2-2019-14664/
2019-03-01,OPINION WAY,Les managers français et les formations diplômantes en e-learning - Mars 2019,https://www.opinion-way.com/fr/publications/les-managers-francais-et-les-formations-diplomantes-en-e-learning-2019-14666/
2019-03-01,OPINION WAY,Les Managers et les formations diplomantes en e-learning - Mars 2019,https://www.opinion-way.com/fr/publications/les-managers-et-les-formations-diplomantes-en-e-learning-2019-14668/
2019-03-01,OPINION WAY,Résultats – EuroTrack - Mars 2019,https://www.opinion-way.com/fr/publications/resultats-eurotrack-2019-14698/
2019-03-01,OPINION WAY,Enquete modes de vie et sommeil 2018 - Mars 2019,https://www.opinion-way.com/fr/publications/enquete-modes-de-vie-et-sommeil-2018-2019-14686/
2019-03-01,OPINION WAY,L’égalité femmes-hommes après l’affaire Weinstein - Mars 2019,https://www.opinion-way.com/fr/publications/legalite-femmes-hommes-apres-laffaire-weinstein-2019-14702/
2019-03-01,CSA,L’avenir du tourisme de mémoire,https://csa.eu/news/lavenir-du-tourisme-de-memoire/
2019-02-28,CSA,Baromètre de la maturité digitale des ETI,https://csa.eu/news/barometre-de-la-maturite-digitale-des-eti/
2019-02-28,ODOXA,Les Français approuvent massivement le jugement des djihadistes par l’Irak et ne veulent pas voir leurs enfants revenir,https://www.odoxa.fr/sondage/djihadistes-francais-approuvent-massivement-jugement-lirak-ne-veulent-voir-leurs-enfants-revenir/
2019-02-28,IFOP,Le regard des Français sur le grand débat national – Balises d’opinion #58,https://www.ifop.com/article/balises-dopinion-58-le-regard-des-francais-sur-le-grand-debat-national
2019-02-27,ELABE,Européennes : LREM/MoDem et le Rassemblement national au coude-à-coude,https://elabe.fr/elections-europeennes-fevrier2019/
2019-02-27,BVA,AGRICULTURE ET NOUVELLES TECHNOLOGIES : OÙ EN EST-ON ?,https://www.bva-xsight.com/sondages/agriculture-nouvelles-technologies-on/
2019-02-27,IFOP,« Gilets jaunes » – Note n°5 : La « playlist » des gilets jaunes : l’univers culturel fragmenté de la France populaire,https://www.ifop.com/article/gilets-jaunes-note-n5-la-playlist-des-gilets-jaunes-lunivers-culturel-fragmente-de-la-france-populaire
2019-02-27,IFOP,Les Français et l’achat immobilier en 2019,https://www.ifop.com/article/les-francais-et-lachat-immobilier-en-2019
2019-02-26,BVA,Baromètre des salariés - La santé et le bien-être au travail,https://www.bva-xsight.com/sondages/barometre-salaries-sante-bien-etre-travail/
2019-02-25,IFOP,Les Français et les JO Paris 2024,https://www.ifop.com/article/les-francais-et-les-jo-paris-2024
2019-02-25,IFOP,La sensibilité des Français à la thématique républicaine dans le discours politique,https://www.ifop.com/article/la-sensibilite-des-francais-a-la-thematique-republicaine-dans-le-discours-politique
2019-02-25,IFOP,Le baromètre d’image des agriculteurs Vague 19,https://www.ifop.com/article/le-barometre-dimage-des-agriculteurs-vague-19
2019-02-25,ODOXA,Baromètre politique de février : Macron poursuit sa remontée tandis que les Français disent pour la première fois STOP aux gilets jaunes,https://www.odoxa.fr/sondage/barometre-politique-de-fevrier-macron-poursuit-remontee-francais-disent-premiere-stop-aux-gilets-jaunes/
2019-02-25,IFOP,Les Français et la participation aux élections européennes de 2019,https://www.ifop.com/article/les-francais-et-la-participation-aux-elections-europeennes-de-2019
2019-02-25,IFOP,"« Gilets jaunes » – Note n°4 : Génération cariste, Comment la crise des « gilets jaunes » a révélé le nouveau visage des classes populaires",https://www.ifop.com/article/gilets-jaunes-note-n4-generation-cariste-comment-la-crise-des-gilets-jaunes-a-revele-le-nouveau-visage-des-classes-populaires
2019-02-24,HARRIS INTERACTIVE,Baromètre des élections européennes : “Le pouls de la campagne” – Vague 1, https://harris-interactive.fr/opinion_polls/barometre-des-elections-europeennes-le-pouls-de-la-campagne-vague-1/
2019-02-23,BVA,Intentions de vote aux élections européennes,https://www.bva-xsight.com/sondages/intentions-de-vote-aux-elections-europeennes/
2019-02-22,IFOP,La sensibilité des Français à la cause animale à la veille de la séquence électorale,https://www.ifop.com/article/la-sensibilite-des-francais-a-la-cause-animale-a-la-veille-de-la-sequence-electorale
2019-02-22,BVA,Observatoire de la politique nationale : Février 2019,https://www.bva-xsight.com/sondages/observatoire-de-politique-nationale-fevrier-2019/
2019-02-22,ODOXA,68% des amateurs de rugby craignent la cuillère de bois pour le XV de France,https://www.odoxa.fr/sondage/68-amateurs-de-rugby-craignent-cuillere-de-bois-xv-de-france/
2019-02-22,BVA,Prise en compte de la parentalité dans la vie au travail,https://www.bva-xsight.com/sondages/prise-compte-de-parentalite-vie-travail/
2019-02-21,ODOXA,"Prélèvement à la source : une réussite selon les Français, preuve que le numérique peut bouleverser les choses sans accroc",https://www.odoxa.fr/sondage/prelevement-a-source-reussite-selon-francais-preuve-numerique-bouleverser-choses-accroc/
2019-02-21,IFOP,Les Français et l’antisémitisme,https://www.ifop.com/article/les-francais-et-lantisemitisme
2019-02-21,IFOP,« Gilets jaunes » – Note n°3 : Usage et rapport à la violence du mouvement des « gilets jaunes »,https://www.ifop.com/article/gilets-jaunes-note-n3-usage-et-rapport-a-la-violence-du-mouvement-des-gilets-jaunes
2019-02-21,ODOXA,"Les agriculteurs sont plébiscités, les ruraux plus heureux que les urbains",https://www.odoxa.fr/sondage/agriculteurs-plebiscites-ruraux-disent-vie-plus-heureuse-urbains-patissent-de-difficultes/
2019-02-21,IFOP,Les intentions de vote aux élections européennes,https://www.ifop.com/article/les-intentions-de-vote-aux-elections-europeennes
